Time	w	PmGT	PeGT	PES1	PES2	PFlex	PWT
0	1	0.502857142857143	0.502857142857143	-0	-0	-0	-0
0.1	0.99977953607585	0.502856924221391	0.502856924221391	-1.08060269888755e-09	-0	-0.125672038458931	0.157150061821844
0.2	1.000147939013	0.502856715091732	0.502856715091732	-0	-0	-0.106613709596335	0.156646483588553
0.3	1.00052334565836	0.502856515054851	0.502856515054851	-0	-0	-0.107361438464564	0.158637524667295
0.4	1.00083118611871	0.5028563237154	0.5028563237154	-0	-0	-0.107869742720505	0.160291267650072
0.5	1.00106034167238	0.502856140695222	0.502856140695222	-0	-0	-0.108428084542106	0.16129720485422
0.6	1.0012125764742	0.502855965632604	0.502855965632604	-0	-0	-0.109213897792658	0.162445487570974
0.7	1.00129345007379	0.502855798181557	0.502855798181557	-0	-0	-0.109651712650702	0.163204410091544
0.8	1.00133272247817	0.502855638011137	0.502855638011137	-0	-0	-0.110030705402819	0.163854038105847
0.9	1.00134781840896	0.502855484804788	0.502855484804788	-0	-0	-0.110032642194265	0.163696562617133
1	1.0013465459291	0.502855338259719	0.502855338259719	-0	-0	-0.110158880803236	0.164023318257013
1.1	1.00133424828302	0.502855198086304	0.502855198086304	-0	-0	-0.110225580476765	0.164020928289068
1.2	1.00131454959787	0.502855064007506	0.502855064007506	-0	-0	-0.110205599154293	0.163954040571056
1.3	1.00128995037281	0.502854935758339	0.502854935758339	-0	-0	-0.11037601088025	0.164208024874858
1.4	1.00126205658046	0.502854813085335	0.502854813085335	-0	-0	-0.110690125649244	0.164624950347931
1.5	1.00123201816611	0.502854695746047	0.502854695746047	-0	-0	-0.110458399850949	0.164212769521384
1.6	1.0012005540538	0.50285458350857	0.50285458350857	-0	-0	-0.110298022810022	0.1645051889041
1.7	1.00116813526676	0.502854476151081	0.502854476151081	-0	-0	-0.110296833284805	0.164085577795938
1.8	1.00113510936548	0.502854373461403	0.502854373461403	-0	-0	-0.11040915036915	0.164243317326954
1.9	1.00110149425123	0.502854275236583	0.502854275236583	-0	-0	-0.11049150645394	0.164053401363936
2	1.00106638774491	0.502854181282494	0.502854181282494	-0	-0	-0.110439717217942	0.164153587357901
2.1	1.00056926224757	0.502854091413448	0.502854091413448	-0	-0	-0.109899943365411	0.163763500043222
2.2	1.00005653375359	0.502854005451829	0.502854005451829	-0	-0	-0.109919648658052	0.163266645902654
2.3	0.999532885533735	0.502853923227748	0.502853923227748	-0	-0	-0.110354426798617	0.163905686803824
2.4	0.998998723689922	0.502853844578699	0.502853844578699	-0	-0	-0.110066050426844	0.162997321244576
2.5	0.998455235172104	0.502853769349242	0.502853769349242	-0	-0	-0.110251408175318	0.163651500943078
2.6	0.997906096772843	0.502853697390697	0.502853697390697	-0	-0	-0.110614251703442	0.163682084669124
2.7	0.997356404649602	0.502853628560848	0.502853628560848	1.70101776160681e-11	-0	-0.110353916378178	0.163770064709603
2.8	0.99681027478383	0.50285356272366	0.50285356272366	4.16383765760282e-10	-0	-0.108957349908953	0.162780241830411
2.9	0.996262969713405	0.502853499749017	0.502853499749017	8.01919182917493e-10	-0	-0.108082489358113	0.162536756433383
3	0.99572842368729	0.502853439512457	0.502853439512457	1.17882077048856e-09	-0	-0.107612172207428	0.163000974024596
3.1	0.995203609827251	0.50285338189493	0.50285338189493	1.55227940624742e-09	-0	-0.107058308443613	0.163541382752423
3.2	0.994690512938672	0.502853326782563	0.502853326782563	1.92426087623969e-09	-0	-0.106187248644663	0.163460134590206
3.3	0.994184935648268	0.502858571167959	0.502858571167959	2.29077293695182e-09	-0	-0.105235833926818	0.163098858275218
3.4	0.993685674037704	0.502890826031212	0.502890826031212	2.64803801237249e-09	-0	-0.104588500731157	0.163396876791012
3.5	0.99319496692281	0.502939069457654	0.502939069457654	2.99270486976237e-09	-0	-0.103941824956804	0.163034538525731
3.6	0.992715116547687	0.503037264776841	0.503037264776841	3.33798434739449e-09	-0	-0.103465227496838	0.162940674444294
3.7	0.992245043300908	0.503148048936044	0.503148048936044	3.67845180644505e-09	-0	-0.102507121326073	0.163070348681068
3.8	0.991782492076455	0.503281685020645	0.503281685020645	4.01083987801798e-09	-0	-0.101823661199793	0.162610169535909
3.9	0.991327874548031	0.503436690842692	0.503436690842692	4.33297583571976e-09	-0	-0.101151862082455	0.162793023918962
4	0.990884070747484	0.503611651232361	0.503611651232361	4.64993338149894e-09	-0	-0.100180100951522	0.162858207049346
4.1	0.990451517530218	0.503805124465893	0.503805124465893	4.96033202028398e-09	-0	-0.099950749122145	0.162919152295016
4.2	0.990028114463932	0.504015690701668	0.504015690701668	5.26833302606627e-09	-0	-0.0993123805837338	0.162643922947656
4.3	0.989612365876622	0.504203276842633	0.504203276842633	5.56543942655222e-09	-0	-0.098656123596114	0.163071079017128
4.4	0.989206136731906	0.504483013783509	0.504483013783509	5.85335658584025e-09	-0	-0.0982368197471767	0.162629087874654
4.5	0.988811694145726	0.50473740705771	0.50473740705771	6.13642718011672e-09	-0	-0.0975707987174715	0.163039281125378
4.6	0.988427819432103	0.505004023614978	0.505004023614978	6.41838248322683e-09	-0	-0.0968532797494818	0.162875070074845
4.7	0.988052061858684	0.505281724792049	0.505281724792049	6.68991784820687e-09	-0	-0.0961836078961306	0.162553014555355
4.8	0.987684458210692	0.505569503006536	0.505569503006536	6.95217322109379e-09	-0	-0.0955936304993792	0.162651818545783
4.9	0.987327660623205	0.505866413435532	0.505866413435532	7.20667993091006e-09	-0	-0.0953869189555105	0.162958147842967
5	0.986982233450858	0.506171475939184	0.506171475939184	7.4594929284685e-09	-0	-0.0944863169365108	0.162499270265391
5.1	0.986645970236315	0.506483714171651	0.506483714171651	7.70354240051739e-09	-0	-0.0938371921712073	0.162265175136131
5.2	0.986317052635188	0.506802255758818	0.506802255758818	7.9372206916455e-09	-0	-0.0939326490532324	0.163017168723327
5.3	0.985997068374921	0.507126338251287	0.507126338251287	8.16183236811365e-09	-0	-0.0932376380216976	0.162568690809842
5.4	0.985688408223961	0.507455199600574	0.507455199600574	8.38525147447072e-09	-0	-0.0930373189347398	0.162652771097325
5.5	0.985389912423476	0.507788035902966	0.507788035902966	8.59851526099659e-09	-0	-0.0925941846345552	0.162720874690682
5.6	0.985098972824488	0.508124091285984	0.508124091285984	8.80964998700046e-09	-0	-0.0918658696045465	0.162457500512543
5.7	0.984815338026134	0.508462730216515	0.508462730216515	9.01311425419294e-09	-0	-0.090999006149717	0.162187064169527
5.8	0.984541613388348	0.508803376677424	0.508803376677424	9.21003541065466e-09	-0	-0.091258753545905	0.162755460340312
5.9	0.984278512099584	0.509145409621274	0.509145409621274	9.400482596067e-09	-0	-0.0909566465290362	0.162820704881778
6	0.984023857379129	0.509488193924919	0.509488193924919	9.58878486242866e-09	-0	-0.0908244502681278	0.162606501689651
6.1	0.98377556568676	0.509831182881357	0.509831182881357	9.76659813892535e-09	-0	-0.0901845879544807	0.162952941479364
6.2	0.983534981647153	0.51017393270347	0.51017393270347	9.93641295522047e-09	-0	-0.0895410571248022	0.162286830825087
6.3	0.983304514330004	0.510515997918523	0.510515997918523	1.01003093905509e-08	-0	-0.0895009145320186	0.162576932885887
6.4	0.983083171259046	0.510856878195271	0.510856878195271	1.02615807725076e-08	-0	-0.0885319031401197	0.162270242786279
6.5	0.982868289366001	0.511196103914676	0.511196103914676	1.04161672126852e-08	-0	-0.0888496090676326	0.16285173080123
6.6	0.982655632407479	0.51153333025223	0.51153333025223	1.05708610818116e-08	-0	-0.0884689026503412	0.162064889541376
6.7	0.982443288733802	0.511868417805369	0.511868417805369	1.0723913109143e-08	-0	-0.0884885198848856	0.161448962786848
6.8	0.982236987151885	0.512201337417242	0.512201337417242	1.08634913218949e-08	-0	-0.0879338257147159	0.161077904637875
