Time	w	PmGT	PeGT	PES1	PES2	PFlex	PWT
0	1	0.502857142857143	0.502857142857143	-0	-0	-0	-0
0.1	0.999748336927202	0.502856924221391	0.502856924221391	-1.85453989880524e-05	-0	-0.126121089567176	0.157651652808892
0.2	1.00012580722896	0.502856715091732	0.502856715091732	-0	-0	-0.10650815755774	0.156680234977905
0.3	1.00050149403007	0.502856515054851	0.502856515054851	-0	-0	-0.106962580604862	0.158551437583517
0.4	1.00080913102025	0.5028563237154	0.5028563237154	-0	-0	-0.107596278713495	0.16017473178915
0.5	1.00103822939216	0.502856140695222	0.502856140695222	-0	-0	-0.108403919279092	0.161378012671719
0.6	1.0011904360122	0.502855965632604	0.502855965632604	-0	-0	-0.109167316634457	0.162300715755035
0.7	1.00127132756583	0.502855798181557	0.502855798181557	-0	-0	-0.109744228449373	0.163116840064489
0.8	1.00131057692579	0.502855638011137	0.502855638011137	-0	-0	-0.10995164331304	0.163689434831358
0.9	1.00132563190777	0.502855484804788	0.502855484804788	-0	-0	-0.110051463988703	0.164118167930112
1	1.00132431919952	0.502855338259719	0.502855338259719	-0	-0	-0.110203578367458	0.163996755331126
1.1	1.0013119613985	0.502855198086304	0.502855198086304	-0	-0	-0.110094429996945	0.163564833124184
1.2	1.00129223440126	0.502855064007506	0.502855064007506	-0	-0	-0.110353740296846	0.164244596745558
1.3	1.00126755581563	0.502854935758339	0.502854935758339	-0	-0	-0.110167660343367	0.164238690295536
1.4	1.00123961543375	0.502854813085335	0.502854813085335	-0	-0	-0.110346888176443	0.164153169864737
1.5	1.00120948981238	0.502854695746047	0.502854695746047	-0	-0	-0.110445466917937	0.164380126098423
1.6	1.00117796319156	0.50285458350857	0.50285458350857	-0	-0	-0.110406877740821	0.164369029786399
1.7	1.00114548064637	0.502854476151081	0.502854476151081	-0	-0	-0.1103477364553	0.16451508026528
1.8	1.00111239066205	0.502854373461403	0.502854373461403	-0	-0	-0.11034020901598	0.164322326839066
1.9	1.00107843863597	0.502854275236583	0.502854275236583	-0	-0	-0.1105673564157	0.164432362746992
2	1.00104320265177	0.502854181282494	0.502854181282494	-0	-0	-0.110377367611793	0.164066124505576
2.1	0.999072805732508	0.502854091413448	0.502854091413448	-0	-0	-0.109779692225847	-0.00174177288425864
2.2	0.997049746606704	0.502854005451829	0.502854005451829	0.000378397084539632	-0	-0.10989239110653	-0.00175539569370508
2.3	0.995038026100088	0.502853923227748	0.502853923227748	0.00232551186080592	-0	-0.107362437367847	-0.00175195370593541
2.4	0.993072852191773	0.502853844578699	0.502853844578699	0.0043973754045254	-0	-0.104721075385047	-0.00175859869058193
2.5	0.991162341794	0.502853769349242	0.502853769349242	0.00646997098114516	-0	-0.102078189333721	-0.00175704292224692
2.6	0.989308832198101	0.502853697390697	0.502853697390697	0.00850663363388056	-0	-0.0992474254399287	-0.00175994689701952
2.7	0.98751218147084	0.502853628560848	0.502853628560848	0.010488976893626	-0	-0.0967783823567302	-0.00176163253905493
2.8	0.985771310376575	0.50285356272366	0.50285356272366	0.0124116392752396	-0	-0.0942269662787241	-0.00176286587042255
2.9	0.984084746782389	0.502853499749017	0.502853499749017	0.0142712040399264	-0	-0.0916748074128655	-0.0017634609430389
3	0.982450901231579	0.502853439512457	0.502853439512457	0.0160851225150721	-0	-0.0889925073630038	-0.00174662731103555
3.1	0.980868839529245	0.50285338189493	0.50285338189493	0.0178374651401562	-0	-0.0866722236952149	-0.00174786297783396
3.2	0.979337787225109	0.502853326782563	0.502853326782563	0.0195372524399145	-0	-0.0843516224315597	-0.00174649820065781
3.3	0.977856052353065	0.502915513912007	0.502915513912007	0.0211860993404729	-0	-0.082425092209391	-0.00176090395618135
3.4	0.976423504914643	0.503556388932439	0.503556388932439	0.0219301876332683	-0	-0.0801227929886946	-0.00175472337925913
3.5	0.975032039634592	0.504590188676832	0.504590188676832	0.0219364814560793	-0	-0.0781207268357105	-0.00175657658708454
3.6	0.973685499126334	0.506743296642939	0.506743296642939	0.0219420660154795	-0	-0.076017445014172	-0.00175938433355829
3.7	0.972390043006328	0.509192982616046	0.509192982616046	0.0219474903148326	-0	-0.0742282633889785	-0.00176165040723567
3.8	0.971151396524634	0.512150680486625	0.512150680486625	0.021952847312636	-0	-0.0723675589748877	-0.00176264955512296
3.9	0.969974639234703	0.515569031287653	0.515569031287653	0.0219576925318416	-0	-0.0705419108113119	-0.00175483227611084
4	0.96886417653332	0.519400409471454	0.519400409471454	0.0219617312393774	-0	-0.0686956943855867	-0.00175199406911066
4.1	0.967823603339826	0.523597126609866	0.523597126609866	0.0219648363453502	-0	-0.0673456608668771	-0.00176324573139357
4.2	0.966855950304892	0.528111699983707	0.528111699983707	0.0219677200750506	-0	-0.0656852344352193	-0.00175494571436097
4.3	0.96596367793907	0.532082723196625	0.532082723196625	0.0219709598960107	-0	-0.0645076203390344	-0.0017626522090364
4.4	0.965148734829543	0.537907190256098	0.537907190256098	0.0219742425768366	-0	-0.0629889913335462	-0.00174817817730587
4.5	0.964412281384129	0.5430966758271	0.5430966758271	0.0219767447812927	-0	-0.062113497628242	-0.00176365314672719
4.6	0.963754745476302	0.548421662312989	0.548421662312989	0.0219783303361433	-0	-0.0608624590073041	-0.00175758934669598
4.7	0.963176022047384	0.55383972187944	0.55383972187944	0.021979996638966	-0	-0.0599494170106488	-0.00174544549795684
4.8	0.96267574491557	0.55931013299832	0.55931013299832	0.0219822865989638	-0	-0.0591850001054008	-0.00175121679956714
4.9	0.962253022424162	0.564794059645002	0.564794059645002	0.0219843807291815	-0	-0.0586565716119573	-0.00176513332654547
5	0.961906283399611	0.570254712783562	0.570254712783562	0.0219855423834489	-0	-0.0578260727184785	-0.00174471709852591
5.1	0.961633385602884	0.575657479937141	0.575657479937141	0.0219863172987176	-0	-0.0575574033476817	-0.00176855699212781
5.2	0.961432054044309	0.580970046650667	0.580970046650667	0.0219876691526525	-0	-0.0573552122547672	-0.00176826009274684
5.3	0.961299825836949	0.586162487085261	0.586162487085261	0.0219894177102979	-0	-0.0570770162601212	-0.00176366645390188
5.4	0.961234686985967	0.591207295864766	0.591207295864766	0.0219982879099338	-0	-0.0569339702684036	-0.00177546611115428
5.5	0.96123256760424	0.596079243062573	0.596079243062573	0.0220087012118372	-0	-0.0567517763409929	-0.00175305073811574
